ASSERTION	AAMDAAMFAAAAAAAAAFlA
ASSERTION	AAMEAAEEAAAAAAAAwFdABgAAAAAAAECfQA==
ASSERTION	AAMEAAECBgAAAAAAAHCHQA==
RUN	uk.gov.dhsc.htbhf.ClaimSimulation	claimsimulation	1569814050109	Web-UI performance tests	3.0.3
REQUEST	2032		enter_code Redirect 1	1569814174987	1569814175256	OK	 
REQUEST	2659		send_nino Redirect 1	1569814174994	1569814175266	OK	 
REQUEST	1938		accept_terms_and_conditions	1569814174756	1569814175267	OK	 
REQUEST	2518		send_manual_address	1569814174897	1569814175267	OK	 
REQUEST	1921		accept_terms_and_conditions	1569814174764	1569814175268	OK	 
REQUEST	2001		enter_code	1569814174964	1569814175268	OK	 
REQUEST	2480		select_address Redirect 1	1569814174970	1569814175277	OK	 
REQUEST	2940		send_do_you_have_children	1569814175055	1569814175277	OK	 
REQUEST	2545		select_address	1569814175027	1569814175287	OK	 
REQUEST	2279		send_code	1569814174869	1569814175289	OK	 
REQUEST	2582		send_postcode Redirect 1	1569814174985	1569814175289	OK	 
REQUEST	2068		enter_code	1569814175037	1569814175296	OK	 
REQUEST	2399		send_phone_number Redirect 1	1569814175025	1569814175297	OK	 
REQUEST	2544		send_postcode	1569814175084	1569814175298	OK	 
REQUEST	2298		send_email_address	1569814174927	1569814175298	OK	 
REQUEST	2331		send_email_address	1569814175045	1569814175300	OK	 
REQUEST	2492		select_address	1569814175055	1569814175307	OK	 
REQUEST	2121		get unique code from session	1569814175037	1569814175309	OK	 
REQUEST	2461		send_manual_address	1569814175015	1569814175309	OK	 
REQUEST	2303		send_email_address	1569814175055	1569814175310	OK	 
REQUEST	2184		get unique code from session	1569814175026	1569814175310	OK	 
REQUEST	2342		send_phone_number	1569814175084	1569814175310	OK	 
REQUEST	2210		send_code	1569814175075	1569814175310	OK	 
REQUEST	2762		send_are_you_pregnant Redirect 1	1569814175101	1569814175319	OK	 
REQUEST	2245		send_email_address Redirect 1	1569814175062	1569814175320	OK	 
REQUEST	2308		send_phone_number	1569814175006	1569814175325	OK	 
REQUEST	2963		send_do_you_have_children	1569814174994	1569814175327	OK	 
REQUEST	2755		send_are_you_pregnant	1569814175006	1569814175327	OK	 
REQUEST	2541		send_postcode Redirect 1	1569814175042	1569814175327	OK	 
REQUEST	2482		select_address	1569814175026	1569814175329	OK	 
REQUEST	2002		accept_terms_and_conditions	1569814174852	1569814175330	OK	 
REQUEST	2126		send_code Redirect 1	1569814175064	1569814175335	OK	 
REQUEST	2488		select_address	1569814175045	1569814175336	OK	 
REQUEST	2658		send_nino	1569814175037	1569814175348	OK	 
REQUEST	2394		send_manual_address Redirect 1	1569814175025	1569814175349	OK	 
REQUEST	2281		send_code	1569814175027	1569814175351	OK	 
REQUEST	2695		send_nino Redirect 1	1569814175026	1569814175351	OK	 
REQUEST	2359		send_email_address Redirect 1	1569814175161	1569814175354	OK	 
REQUEST	2879		send_children_dob	1569814175160	1569814175356	OK	 
REQUEST	2156		enter_code	1569814175128	1569814175356	OK	 
REQUEST	2098		accept_terms_and_conditions Redirect 1	1569814175160	1569814175359	OK	 
REQUEST	2664		send_nino	1569814175084	1569814175359	OK	 
REQUEST	2456		send_manual_address Redirect 1	1569814175108	1569814175360	OK	 
REQUEST	2192		enter_code Redirect 1	1569814175162	1569814175360	OK	 
REQUEST	2152		get unique code from session	1569814175094	1569814175361	OK	 
USER	Full scenarios	2098	END	1569814140634	1569814175361
REQUEST	2483		select_address Redirect 1	1569814175029	1569814175361	OK	 
REQUEST	2665		send_nino	1569814175036	1569814175362	OK	 
REQUEST	2030		accept_terms_and_conditions Redirect 1	1569814175100	1569814175363	OK	 
USER	Full scenarios	2030	END	1569814138037	1569814175364
REQUEST	2966		send_do_you_have_children Redirect 1	1569814175025	1569814175364	OK	 
USER	Scottish Scenario	2975	END	1569814170106	1569814175365
REQUEST	2938		send_do_you_have_children Redirect 1	1569814175102	1569814175366	OK	 
REQUEST	2722		send_name Redirect 1	1569814175020	1569814175369	OK	 
REQUEST	2426		select_address Redirect 1	1569814175113	1569814175369	OK	 
REQUEST	2271		send_email_address	1569814174986	1569814175370	OK	 
REQUEST	2191		send_code	1569814175055	1569814175370	OK	 
REQUEST	2787		send_are_you_pregnant Redirect 1	1569814175063	1569814175371	OK	 
REQUEST	2365		send_phone_number	1569814175110	1569814175371	OK	 
REQUEST	2208		send_code	1569814175055	1569814175377	OK	 
REQUEST	2338		send_manual_address	1569814175094	1569814175378	OK	 
REQUEST	2690		send_name	1569814175128	1569814175378	OK	 
REQUEST	2548		select_address Redirect 1	1569814175129	1569814175380	OK	 
REQUEST	2961		send_do_you_have_children Redirect 1	1569814175140	1569814175390	OK	 
REQUEST	2248		send_phone_number	1569814175214	1569814175391	OK	 
REQUEST	2089		enter_code Redirect 1	1569814175097	1569814175391	OK	 
REQUEST	2361		send_manual_address Redirect 1	1569814175167	1569814175391	OK	 
REQUEST	2217		send_email_address	1569814175184	1569814175392	OK	 
REQUEST	2873		send_children_dob Redirect 1	1569814175067	1569814175392	OK	 
REQUEST	2750		send_name Redirect 1	1569814175130	1569814175395	OK	 
REQUEST	2851		send_children_dob Redirect 1	1569814175202	1569814175396	OK	 
REQUEST	2809		send_are_you_pregnant Redirect 1	1569814175103	1569814175396	OK	 
REQUEST	2071		accept_terms_and_conditions	1569814174748	1569814175399	OK	 
REQUEST	2574		select_address	1569814175163	1569814175404	OK	 
REQUEST	2786		send_are_you_pregnant Redirect 1	1569814175201	1569814175404	OK	 
REQUEST	2517		select_address Redirect 1	1569814175138	1569814175405	OK	 
REQUEST	2700		send_name Redirect 1	1569814175185	1569814175405	OK	 
REQUEST	2460		select_address	1569814175114	1569814175406	OK	 
REQUEST	2484		select_address	1569814175164	1569814175406	OK	 
REQUEST	2214		send_code	1569814175136	1569814175407	OK	 
REQUEST	2882		send_children_dob Redirect 1	1569814175122	1569814175420	OK	 
REQUEST	2159		get unique code from session	1569814175128	1569814175422	OK	 
REQUEST	2189		send_code Redirect 1	1569814175066	1569814175427	OK	 
REQUEST	2635		send_postcode Redirect 1	1569814175099	1569814175435	OK	 
REQUEST	2246		send_code Redirect 1	1569814175204	1569814175436	OK	 
REQUEST	2725		send_name Redirect 1	1569814175136	1569814175437	OK	 
REQUEST	2329		send_email_address	1569814175204	1569814175439	OK	 
REQUEST	2330		send_phone_number Redirect 1	1569814175212	1569814175439	OK	 
REQUEST	2942		send_do_you_have_children	1569814175147	1569814175440	OK	 
REQUEST	2489		select_address Redirect 1	1569814175216	1569814175442	OK	 
REQUEST	2727		send_name Redirect 1	1569814175206	1569814175447	OK	 
REQUEST	2268		get unique code from session	1569814175166	1569814175449	OK	 
REQUEST	2060		enter_code Redirect 1	1569814175191	1569814175449	OK	 
REQUEST	2753		send_name Redirect 1	1569814175140	1569814175451	OK	 
REQUEST	2878		send_children_dob Redirect 1	1569814175182	1569814175452	OK	 
USER	Scottish Scenario	2986	END	1569814170844	1569814175454
REQUEST	2784		send_are_you_pregnant Redirect 1	1569814175162	1569814175454	OK	 
REQUEST	2367		send_phone_number	1569814175244	1569814175455	OK	 
REQUEST	2339		send_code	1569814175163	1569814175458	OK	 
REQUEST	2222		send_code	1569814175175	1569814175458	OK	 
REQUEST	2518		send_manual_address Redirect 1	1569814175267	1569814175459	OK	 
REQUEST	2601		send_postcode	1569814175164	1569814175464	OK	 
REQUEST	2672		send_nino	1569814175136	1569814175466	OK	 
REQUEST	2479		send_manual_address	1569814175163	1569814175472	OK	 
REQUEST	2604		send_postcode	1569814175147	1569814175472	OK	 
REQUEST	2239		send_code Redirect 1	1569814175226	1569814175475	OK	 
REQUEST	2576		send_postcode Redirect 1	1569814175226	1569814175475	OK	 
REQUEST	2696		send_name Redirect 1	1569814175209	1569814175477	OK	 
REQUEST	2611		send_postcode	1569814175160	1569814175482	OK	 
REQUEST	2940		send_do_you_have_children Redirect 1	1569814175278	1569814175484	OK	 
REQUEST	2509		select_address	1569814175184	1569814175486	OK	 
REQUEST	2211		send_email_address	1569814175244	1569814175490	OK	 
REQUEST	2101		send_code	1569814175204	1569814175491	OK	 
REQUEST	2059		enter_code Redirect 1	1569814175202	1569814175492	OK	 
REQUEST	2418		send_manual_address	1569814175284	1569814175492	OK	 
REQUEST	1921		accept_terms_and_conditions Redirect 1	1569814175268	1569814175492	OK	 
USER	Full scenarios	1921	END	1569814134845	1569814175493
USER	Scottish Scenario	2983	END	1569814170644	1569814175496
REQUEST	2097		enter_code	1569814175274	1569814175503	OK	 
REQUEST	2662		send_nino Redirect 1	1569814175231	1569814175521	OK	 
REQUEST	2641		send_nino	1569814175244	1569814175521	OK	 
REQUEST	2303		send_email_address Redirect 1	1569814175310	1569814175533	OK	 
REQUEST	2783		send_are_you_pregnant Redirect 1	1569814175255	1569814175544	OK	 
REQUEST	2545		select_address Redirect 1	1569814175287	1569814175546	OK	 
REQUEST	2958		send_do_you_have_children	1569814175224	1569814175549	OK	 
REQUEST	2871		send_children_dob Redirect 1	1569814175256	1569814175550	OK	 
REQUEST	2720		send_name	1569814175224	1569814175551	OK	 
REQUEST	2431		send_manual_address Redirect 1	1569814175181	1569814175554	OK	 
REQUEST	2270		send_code Redirect 1	1569814175204	1569814175559	OK	 
REQUEST	2402		send_phone_number Redirect 1	1569814175249	1569814175558	OK	 
REQUEST	2490		select_address Redirect 1	1569814175208	1569814175559	OK	 
REQUEST	2123		accept_terms_and_conditions	1569814174954	1569814175560	OK	 
USER	Scottish Scenario	2985	END	1569814170774	1569814175562
REQUEST	2812		send_are_you_pregnant	1569814175224	1569814175562	OK	 
REQUEST	2099		accept_terms_and_conditions	1569814174986	1569814175561	OK	 
REQUEST	2852		send_children_dob Redirect 1	1569814175251	1569814175563	OK	 
REQUEST	2279		send_code Redirect 1	1569814175289	1569814175564	OK	 
REQUEST	2369		send_phone_number	1569814175284	1569814175567	OK	 
REQUEST	2540		select_address	1569814175224	1569814175567	OK	 
REQUEST	2393		send_phone_number	1569814175266	1569814175572	OK	 
REQUEST	2580		send_postcode	1569814175267	1569814175573	OK	 
REQUEST	2481		select_address	1569814175254	1569814175576	OK	 
REQUEST	2941		send_do_you_have_children Redirect 1	1569814175218	1569814175577	OK	 
REQUEST	2664		send_nino Redirect 1	1569814175359	1569814175588	OK	 
REQUEST	2658		send_nino Redirect 1	1569814175349	1569814175589	OK	 
REQUEST	2191		send_code Redirect 1	1569814175373	1569814175590	OK	 
REQUEST	2001		enter_code Redirect 1	1569814175268	1569814175595	OK	 
REQUEST	2454		select_address	1569814175307	1569814175596	OK	 
REQUEST	2038		enter_code	1569814175254	1569814175605	OK	 
REQUEST	2278		send_email_address	1569814175310	1569814175605	OK	 
REQUEST	2068		enter_code Redirect 1	1569814175296	1569814175606	OK	 
REQUEST	2544		send_postcode Redirect 1	1569814175298	1569814175607	OK	 
REQUEST	2250		send_email_address	1569814175310	1569814175607	OK	 
REQUEST	2521		send_postcode	1569814175306	1569814175608	OK	 
REQUEST	2210		send_code Redirect 1	1569814175310	1569814175608	OK	 
REQUEST	2755		send_are_you_pregnant Redirect 1	1569814175327	1569814175609	OK	 
REQUEST	2899		send_children_dob	1569814175326	1569814175609	OK	 
REQUEST	2881		send_children_dob	1569814175326	1569814175609	OK	 
REQUEST	2271		send_email_address Redirect 1	1569814175370	1569814175617	OK	 
REQUEST	2342		send_phone_number Redirect 1	1569814175310	1569814175618	OK	 
REQUEST	2449		send_manual_address	1569814175385	1569814175618	OK	 
REQUEST	2370		send_phone_number	1569814175424	1569814175618	OK	 
REQUEST	2487		send_manual_address	1569814175204	1569814175628	OK	 
REQUEST	2331		send_email_address Redirect 1	1569814175301	1569814175628	OK	 
REQUEST	1938		accept_terms_and_conditions Redirect 1	1569814175267	1569814175631	OK	 
USER	Full scenarios	1938	END	1569814134964	1569814175632
REQUEST	2870		send_children_dob	1569814175376	1569814175633	OK	 
REQUEST	2574		select_address Redirect 1	1569814175404	1569814175635	OK	 
REQUEST	2689		send_nino	1569814175166	1569814175637	OK	 
REQUEST	2575		send_postcode	1569814175326	1569814175639	OK	 
REQUEST	2458		select_address	1569814175404	1569814175640	OK	 
REQUEST	2208		send_code Redirect 1	1569814175378	1569814175638	OK	 
REQUEST	2156		enter_code Redirect 1	1569814175357	1569814175642	OK	 
REQUEST	2251		send_code	1569814175424	1569814175642	OK	 
REQUEST	2962		send_do_you_have_children Redirect 1	1569814175250	1569814175643	OK	 
REQUEST	2298		send_email_address Redirect 1	1569814175299	1569814175643	OK	 
REQUEST	2600		send_postcode	1569814175310	1569814175645	OK	 
REQUEST	2478		send_manual_address Redirect 1	1569814175251	1569814175645	OK	 
REQUEST	2551		select_address	1569814175376	1569814175646	OK	 
REQUEST	2963		send_do_you_have_children Redirect 1	1569814175327	1569814175646	OK	 
REQUEST	2879		send_children_dob Redirect 1	1569814175356	1569814175646	OK	 
REQUEST	2581		select_address	1569814175414	1569814175647	OK	 
REQUEST	2968		send_do_you_have_children	1569814175345	1569814175649	OK	 
REQUEST	2154		enter_code	1569814175307	1569814175649	OK	 
REQUEST	2461		send_manual_address Redirect 1	1569814175309	1569814175649	OK	 
REQUEST	2398		send_email_address	1569814175355	1569814175649	OK	 
REQUEST	2640		send_postcode	1569814175414	1569814175653	OK	 
REQUEST	2010		enter_code	1569814175414	1569814175653	OK	 
REQUEST	2366		send_phone_number	1569814175414	1569814175654	OK	 
REQUEST	2421		select_address	1569814175319	1569814175654	OK	 
REQUEST	2492		select_address Redirect 1	1569814175309	1569814175656	OK	 
REQUEST	2572		select_address	1569814175404	1569814175657	OK	 
REQUEST	2071		accept_terms_and_conditions Redirect 1	1569814175399	1569814175658	OK	 
USER	Full scenarios	2071	END	1569814139836	1569814175658
REQUEST	2665		send_nino Redirect 1	1569814175362	1569814175659	OK	 
REQUEST	2609		send_postcode	1569814175345	1569814175659	OK	 
REQUEST	2281		send_code Redirect 1	1569814175361	1569814175659	OK	 
REQUEST	2273		get unique code from session	1569814175274	1569814175659	OK	 
REQUEST	2849		send_are_you_pregnant	1569814175424	1569814175670	OK	 
REQUEST	2672		send_nino Redirect 1	1569814175466	1569814175671	OK	 
REQUEST	2488		select_address Redirect 1	1569814175336	1569814175671	OK	 
REQUEST	2122		enter_code	1569814175434	1569814175671	OK	 
REQUEST	2367		send_phone_number Redirect 1	1569814175457	1569814175676	OK	 
REQUEST	2247		send_code	1569814175464	1569814175676	OK	 
REQUEST	2186		send_code	1569814175365	1569814175676	OK	 
REQUEST	2731		send_name	1569814175385	1569814175679	OK	 
REQUEST	2365		send_phone_number Redirect 1	1569814175379	1569814175680	OK	 
REQUEST	2337		send_code	1569814175414	1569814175677	OK	 
REQUEST	2161		accept_terms_and_conditions	1569814175094	1569814175682	OK	 
REQUEST	2214		send_code Redirect 1	1569814175407	1569814175685	OK	 
REQUEST	2329		send_email_address Redirect 1	1569814175441	1569814175686	OK	 
REQUEST	2491		select_address	1569814175534	1569814175686	OK	 
REQUEST	2308		send_phone_number Redirect 1	1569814175325	1569814175688	OK	 
REQUEST	2932		send_children_dob	1569814175475	1569814175689	OK	 
REQUEST	2482		select_address Redirect 1	1569814175330	1569814175683	OK	 
REQUEST	2898		send_children_dob	1569814175474	1569814175699	OK	 
REQUEST	2452		send_manual_address	1569814175474	1569814175699	OK	 
REQUEST	2338		send_manual_address Redirect 1	1569814175378	1569814175700	OK	 
REQUEST	2604		send_postcode Redirect 1	1569814175472	1569814175700	OK	 
REQUEST	2097		enter_code Redirect 1	1569814175503	1569814175700	OK	 
REQUEST	2460		select_address Redirect 1	1569814175406	1569814175700	OK	 
REQUEST	2217		send_email_address Redirect 1	1569814175392	1569814175701	OK	 
REQUEST	2511		send_manual_address	1569814175466	1569814175704	OK	 
REQUEST	2479		send_manual_address Redirect 1	1569814175475	1569814175705	OK	 
REQUEST	2339		send_code Redirect 1	1569814175459	1569814175708	OK	 
REQUEST	2519		select_address	1569814175574	1569814175709	OK	 
REQUEST	2222		send_code Redirect 1	1569814175458	1569814175709	OK	 
REQUEST	2670		send_nino	1569814175454	1569814175711	OK	 
REQUEST	2178		enter_code	1569814175447	1569814175711	OK	 
REQUEST	2218		get unique code from session	1569814175496	1569814175716	OK	 
REQUEST	2690		send_name Redirect 1	1569814175379	1569814175730	OK	 
REQUEST	2002		accept_terms_and_conditions Redirect 1	1569814175330	1569814175730	OK	 
USER	Full scenarios	2002	END	1569814137234	1569814175730
REQUEST	2484		select_address Redirect 1	1569814175406	1569814175731	OK	 
REQUEST	2580		send_postcode Redirect 1	1569814175574	1569814175733	OK	 
REQUEST	2611		send_postcode Redirect 1	1569814175483	1569814175739	OK	 
REQUEST	2601		send_postcode Redirect 1	1569814175464	1569814175740	OK	 
REQUEST	2988		send_do_you_have_children	1569814175564	1569814175746	OK	 
REQUEST	2448		send_manual_address	1569814175562	1569814175748	OK	 
REQUEST	2699		send_nino	1569814175485	1569814175757	OK	 
REQUEST	2369		send_phone_number Redirect 1	1569814175567	1569814175759	OK	 
REQUEST	2840		send_are_you_pregnant	1569814175595	1569814175761	OK	 
REQUEST	2119		enter_code	1569814175534	1569814175762	OK	 
REQUEST	2631		send_postcode	1569814175574	1569814175769	OK	 
REQUEST	2370		send_phone_number Redirect 1	1569814175618	1569814175769	OK	 
REQUEST	2099		accept_terms_and_conditions Redirect 1	1569814175564	1569814175770	OK	 
REQUEST	2848		send_children_dob	1569814175376	1569814175771	OK	 
REQUEST	2062		enter_code	1569814175385	1569814175771	OK	 
REQUEST	2134		get unique code from session	1569814175464	1569814175772	OK	 
USER	Full scenarios	2099	END	1569814140705	1569814175772
REQUEST	2248		send_phone_number Redirect 1	1569814175391	1569814175772	OK	 
REQUEST	2785		send_are_you_pregnant	1569814175355	1569814175773	OK	 
REQUEST	2759		send_name	1569814175424	1569814175783	OK	 
REQUEST	2509		select_address Redirect 1	1569814175486	1569814175782	OK	 
USER	Scottish Scenario	2982	END	1569814170575	1569814175784
REQUEST	2123		accept_terms_and_conditions Redirect 1	1569814175560	1569814175784	OK	 
USER	Full scenarios	2123	END	1569814141236	1569814175785
REQUEST	2451		send_phone_number	1569814175525	1569814175785	OK	 
REQUEST	2238		send_email_address	1569814175435	1569814175786	OK	 
REQUEST	2102		enter_code	1569814175496	1569814175791	OK	 
REQUEST	2965		send_do_you_have_children	1569814175505	1569814175796	OK	 
REQUEST	2160		get unique code from session	1569814175635	1569814175797	OK	 
REQUEST	2487		send_manual_address Redirect 1	1569814175628	1569814175799	OK	 
REQUEST	2731		send_name Redirect 1	1569814175679	1569814175800	OK	 
REQUEST	2458		select_address Redirect 1	1569814175641	1569814175800	OK	 
